file	num_alignments	total_length_GB	len_min	len_avg	len_std	len_max	num_identities	id_min	id_avg	id_std	id_max
HG02155_hap1_hprc_r2_v1.0.1.merged.paf	749644	153.776	2053	205132.23	695444.29	19482562	749644	0.821214	0.982920	0.021600	1.000000
HG02155_hap2_hprc_r2_v1.0.1.merged.paf	667404	143.728	2014	215354.55	697503.70	18161279	667404	0.814655	0.982087	0.023587	1.000000
HG02165_hap1_hprc_r2_v1.0.1.merged.paf	817000	171.160	1853	209497.60	693443.79	21370899	817000	0.820443	0.982936	0.022007	1.000000
HG02165_hap2_hprc_r2_v1.0.1.merged.paf	875360	180.157	1526	205809.56	688641.53	18738726	875360	0.814614	0.982872	0.023017	1.000000
HG02178_hap1_hprc_r2_v1.0.1.merged.paf	878435	184.474	1907	210002.49	681235.36	21974627	878435	0.822501	0.982014	0.023389	1.000000
HG02178_hap2_hprc_r2_v1.0.1.merged.paf	714878	153.468	2226	214677.10	682333.38	18904898	714878	0.816399	0.984158	0.020521	1.000000
HG02257_mat_hprc_r2_v1.1.0.merged.paf	553184	107.663	1853	194624.37	619754.87	16095116	553184	0.822346	0.983965	0.020075	1.000000
HG02257_pat_hprc_r2_v1.1.0.merged.paf	829967	150.345	2251	181145.58	589169.28	20152484	829967	0.822645	0.983184	0.020628	1.000000
HG02258_mat_hprc_r2_v1.0.1.merged.paf	725185	138.506	2138	190993.62	603958.98	17233660	725185	0.819563	0.983675	0.020421	1.000000
HG02258_pat_hprc_r2_v1.0.1.merged.paf	870183	162.910	2100	187214.05	586157.79	14304843	870183	0.823681	0.984131	0.019108	1.000000
HG02273_hap1_hprc_r2_v1.0.1.merged.paf	958141	182.877	2234	190866.37	671288.64	17948066	958141	0.811665	0.983148	0.023150	1.000000
HG02273_hap2_hprc_r2_v1.0.1.merged.paf	577101	126.236	1900	218741.21	709214.67	18794966	577101	0.823676	0.985029	0.019692	1.000000
HG02280_mat_hprc_r2_v1.0.1.merged.paf	787318	165.852	1520	210653.84	622939.55	14749000	787318	0.812793	0.984033	0.019467	1.000000
HG02280_pat_hprc_r2_v1.0.1.merged.paf	1068844	196.655	2100	183988.09	588810.49	14848478	1068844	0.822973	0.981810	0.022535	1.000000
HG02293_mat_hprc_r2_v1.0.1.merged.paf	549442	119.162	2100	216878.83	695968.75	18158729	549442	0.817300	0.982726	0.022904	1.000000
HG02293_pat_hprc_r2_v1.0.1.merged.paf	549686	122.607	2228	223050.00	724379.67	17692663	549686	0.812816	0.983818	0.021820	1.000000
HG02300_mat_hprc_r2_v1.0.1.merged.paf	950600	193.365	2157	203413.27	673174.77	17366929	950600	0.817988	0.984470	0.020812	1.000000
HG02300_pat_hprc_r2_v1.0.1.merged.paf	801436	165.977	1853	207099.91	671246.83	17989903	801436	0.819104	0.983126	0.022615	1.000000
HG02391_hap1_hprc_r2_v1.0.1.merged.paf	618987	130.268	2336	210453.06	691130.95	17510988	618987	0.830048	0.986068	0.017251	1.000000
HG02391_hap2_hprc_r2_v1.0.1.merged.paf	631042	134.676	2157	213417.85	696926.33	17752454	631042	0.819604	0.983170	0.022556	1.000000
HG02392_hap1_hprc_r2_v1.0.1.merged.paf	774506	142.529	2224	184026.07	638122.16	17905507	774506	0.819263	0.984907	0.020194	1.000000
HG02392_hap2_hprc_r2_v1.0.1.merged.paf	719486	143.912	1853	200020.69	674554.23	20431116	719486	0.818577	0.982099	0.024455	1.000000
HG02451_mat_hprc_r2_v1.0.1.merged.paf	740644	134.885	2309	182118.88	592487.47	15446126	740644	0.821376	0.982568	0.021830	0.999983
HG02451_pat_hprc_r2_v1.0.1.merged.paf	903915	170.837	2003	188996.73	594140.59	16424061	903915	0.820863	0.982156	0.022411	1.000000
HG02486_mat_hprc_r2_v1.0.1.merged.paf	825299	159.981	2309	193846.66	614123.81	14747096	825299	0.806824	0.983683	0.021434	1.000000
HG02486_pat_hprc_r2_v1.0.1.merged.paf	685407	127.481	2223	185993.21	589215.32	14810439	685407	0.824472	0.984703	0.018392	1.000000
HG02514_mat_hprc_r2_v1.0.1.merged.paf	791214	157.068	2226	198515.36	678174.95	21177315	791214	0.822164	0.983958	0.020488	1.000000
HG02514_pat_hprc_r2_v1.0.1.merged.paf	1013844	196.156	2220	193477.15	654814.24	16795847	1013844	0.821664	0.984416	0.019210	1.000000
HG02523_mat_hprc_r2_v1.0.1.merged.paf	812547	170.814	2201	210220.62	690004.28	22157612	812547	0.819065	0.981516	0.024984	1.000000
HG02523_pat_hprc_r2_v1.0.1.merged.paf	816187	152.690	2100	187077.02	648082.86	15177783	816187	0.823241	0.982595	0.023135	1.000000
HG02559_mat_hprc_r2_v1.0.1.merged.paf	782253	156.241	1974	199731.99	615981.85	15162696	782253	0.821254	0.984004	0.020894	1.000000
HG02559_pat_hprc_r2_v1.0.1.merged.paf	850185	165.549	2080	194720.94	604743.74	14359109	850185	0.818055	0.981891	0.023365	1.000000
HG02572_mat_hprc_r2_v1.0.1.merged.paf	845285	174.316	2067	206221.31	619965.80	13308862	845285	0.798057	0.982538	0.021804	1.000000
HG02572_pat_hprc_r2_v1.0.1.merged.paf	805337	148.567	1853	184477.69	584750.42	18639171	805337	0.815978	0.984157	0.019997	1.000000
HG02583_hap1_hprc_r2_v1.0.1.merged.paf	912964	180.751	1907	197982.13	604868.15	14138411	912964	0.816962	0.983072	0.022232	1.000000
HG02583_hap2_hprc_r2_v1.0.1.merged.paf	771581	153.295	1679	198677.00	606000.45	15263312	771581	0.822766	0.981723	0.022894	1.000000
HG02602_mat_hprc_r2_v1.0.1.merged.paf	863427	171.234	1817	198319.14	649512.43	17841902	863427	0.816187	0.982640	0.022824	1.000000
HG02602_pat_hprc_r2_v1.0.1.merged.paf	684691	141.850	2153	207173.19	674143.64	14774890	684691	0.827189	0.985207	0.018549	1.000000
HG02615_mat_hprc_r2_v1.0.1.merged.paf	859563	162.863	1853	189472.21	602499.94	13867203	859563	0.824442	0.983022	0.020595	1.000000
HG02615_pat_hprc_r2_v1.0.1.merged.paf	976845	184.143	2057	188507.73	602152.28	18469444	976845	0.816751	0.983354	0.021075	1.000000
HG02622_mat_hprc_r2_v1.0.1.merged.paf	913107	172.057	1853	188430.68	593898.45	17413330	913107	0.812876	0.982408	0.021618	1.000000
HG02622_pat_hprc_r2_v1.0.1.merged.paf	620778	125.726	2234	202529.21	606466.17	14728706	620778	0.818764	0.983173	0.021281	1.000000
HG02630_mat_hprc_r2_v1.0.1.merged.paf	750115	156.286	1976	208349.67	628196.11	30108567	750115	0.814343	0.981145	0.024321	1.000000
HG02630_pat_hprc_r2_v1.0.1.merged.paf	723327	153.393	2067	212066.41	622497.12	15005877	723327	0.801402	0.982162	0.022207	1.000000
HG02647_mat_hprc_r2_v1.0.1.merged.paf	1055986	187.140	2299	177218.37	578741.69	16344172	1055986	0.815794	0.982757	0.021816	1.000000
HG02647_pat_hprc_r2_v1.0.1.merged.paf	828539	151.392	1973	182721.91	582651.75	14758352	828539	0.821364	0.983046	0.021021	1.000000
HG02668_mat_hprc_r2_v1.0.1.merged.paf	860475	159.707	2100	185603.46	584619.50	17543703	860475	0.819966	0.982397	0.022670	1.000000
HG02668_pat_hprc_r2_v1.0.1.merged.paf	960964	174.761	1907	181860.58	584378.01	18825906	960964	0.824854	0.983684	0.019937	1.000000
HG02698_mat_hprc_r2_v1.0.1.merged.paf	829092	177.042	1797	213537.47	689016.79	18950716	829092	0.818802	0.983102	0.022246	1.000000
HG02698_pat_hprc_r2_v1.0.1.merged.paf	892805	174.926	1885	195928.21	658838.59	16437251	892805	0.814022	0.985239	0.017804	1.000000
HG02717_mat_hprc_r2_v1.0.1.merged.paf	656824	129.066	2309	196499.64	613546.50	15677006	656824	0.818974	0.983543	0.021154	1.000000
HG02717_pat_hprc_r2_v1.0.1.merged.paf	738056	147.991	1474	200513.94	606115.39	17087178	738056	0.824184	0.984647	0.018541	1.000000
HG02723_mat_hprc_r2_v1.0.1.merged.paf	699915	132.041	2309	188652.39	588669.20	13780595	699915	0.821801	0.982758	0.021237	1.000000
HG02723_pat_hprc_r2_v1.0.1.merged.paf	789131	157.104	2154	199084.36	605765.24	16244905	789131	0.820928	0.983025	0.021748	1.000000
HG02735_mat_hprc_r2_v1.0.1.merged.paf	725941	141.110	2281	194381.85	649071.02	16136846	725941	0.824399	0.982917	0.022062	1.000000
HG02735_pat_hprc_r2_v1.0.1.merged.paf	744270	145.443	2209	195416.74	664872.60	17822303	744270	0.815841	0.985372	0.018264	1.000000
HG02738_mat_hprc_r2_v1.0.1.merged.paf	875327	177.406	1907	202673.48	667904.95	28323620	875327	0.811429	0.982680	0.022873	1.000000
HG02738_pat_hprc_r2_v1.0.1.merged.paf	774407	156.795	2009	202471.02	674199.09	20549993	774407	0.819254	0.985646	0.017591	1.000000
HG02809_mat_hprc_r2_v1.0.1.merged.paf	747996	147.484	1980	197171.88	604340.43	14676305	747996	0.822366	0.983059	0.021413	1.000000
HG02809_pat_hprc_r2_v1.0.1.merged.paf	950451	190.184	1821	200098.22	613165.24	16380680	950451	0.803104	0.983316	0.021183	1.000000
HG02818_mat_hprc_r2_v1.0.1.merged.paf	726277	143.385	1801	197425.31	602039.41	15235560	726277	0.825586	0.982672	0.022989	1.000000
HG02818_pat_hprc_r2_v1.0.1.merged.paf	677605	132.317	1853	195271.06	602457.05	15382965	677605	0.819380	0.981758	0.022922	1.000000
HG02841_mat_hprc_r2_v1.0.1.merged.paf	763508	150.685	1529	197359.01	599643.65	14563462	763508	0.825463	0.982516	0.021572	1.000000
HG02841_pat_hprc_r2_v1.0.1.merged.paf	935204	187.090	2280	200052.46	615054.62	15301158	935204	0.830374	0.983211	0.021403	1.000000
HG02886_mat_hprc_r2_v1.0.1.merged.paf	973488	175.375	2284	180151.30	576192.57	14169828	973488	0.830272	0.983369	0.020623	1.000000
HG02886_pat_hprc_r2_v1.0.1.merged.paf	924171	177.849	1537	192442.17	595367.58	14001245	924171	0.819067	0.983012	0.021256	1.000000
HG02922_hap1_hprc_r2_v1.0.1.merged.paf	747291	152.777	2067	204440.84	613282.91	16245773	747291	0.824876	0.983002	0.022291	1.000000
HG02922_hap2_hprc_r2_v1.0.1.merged.paf	827709	165.633	2281	200109.85	605664.17	13493139	827709	0.817951	0.983190	0.020934	1.000000
HG02965_hap1_hprc_r2_v1.0.1.merged.paf	880353	162.973	2157	185122.58	591028.98	17401917	880353	0.826930	0.983303	0.021108	1.000000
HG02965_hap2_hprc_r2_v1.0.1.merged.paf	928806	177.522	1911	191129.24	598645.75	15790959	928806	0.818114	0.981961	0.022946	1.000000
HG02976_hap1_hprc_r2_v1.0.1.merged.paf	1035854	200.306	2081	193373.25	602131.60	15358484	1035854	0.825485	0.984022	0.019580	1.000000
HG02976_hap2_hprc_r2_v1.0.1.merged.paf	795817	152.443	1853	191555.59	599815.01	16576918	795817	0.811949	0.982805	0.022500	1.000000
HG02984_mat_hprc_r2_v1.0.1.merged.paf	961763	174.610	2209	181552.34	580499.12	14666535	961763	0.807842	0.981693	0.023393	1.000000
HG02984_pat_hprc_r2_v1.0.1.merged.paf	796505	145.289	1424	182408.73	582004.80	14748000	796505	0.823421	0.983467	0.020243	1.000000
HG03017_mat_hprc_r2_v1.0.1.merged.paf	740632	150.335	1980	202981.60	679732.85	23111501	740632	0.811644	0.983586	0.021974	1.000000
HG03017_pat_hprc_r2_v1.0.1.merged.paf	837042	165.371	2223	197565.94	663788.23	18316336	837042	0.820535	0.983829	0.021880	1.000000
HG03041_mat_hprc_r2_v1.0.1.merged.paf	925049	177.665	1625	192059.85	597139.69	14335159	925049	0.796422	0.982136	0.022965	1.000000
HG03041_pat_hprc_r2_v1.0.1.merged.paf	772291	146.658	2193	189900.02	593165.12	13502376	772291	0.811553	0.982854	0.022050	1.000000
HG03050_mat_hprc_r2_v1.0.1.merged.paf	846234	174.727	1853	206476.54	624053.10	14303286	846234	0.814451	0.983157	0.021290	0.999969
HG03050_pat_hprc_r2_v1.0.1.merged.paf	944198	175.111	1760	185460.56	575611.23	15399102	944198	0.819707	0.983610	0.020979	1.000000
HG03098_mat_hprc_r2_v1.0.1.merged.paf	758750	152.904	2116	201520.38	610936.51	15010590	758750	0.833709	0.981999	0.022713	1.000000
HG03098_pat_hprc_r2_v1.0.1.merged.paf	1007951	181.280	2223	179849.57	574298.24	15860745	1007951	0.824675	0.984494	0.019316	1.000000
HG03130_hap1_hprc_r2_v1.0.1.merged.paf	607465	118.984	1976	195870.54	595199.36	15803886	607465	0.837096	0.984935	0.017670	1.000000
HG03130_hap2_hprc_r2_v1.0.1.merged.paf	730938	141.828	1528	194035.63	602164.09	17912995	730938	0.824850	0.983906	0.020177	0.999977
HG03139_hap1_hprc_r2_v1.0.1.merged.paf	699159	124.828	2174	178540.62	578224.29	14288337	699159	0.820936	0.983455	0.020230	1.000000
HG03139_hap2_hprc_r2_v1.0.1.merged.paf	1082733	218.511	2123	201814.36	614692.21	18835582	1082733	0.815619	0.982313	0.021611	1.000000
HG03195_hap1_hprc_r2_v1.0.1.merged.paf	718130	143.794	2138	200233.41	607923.72	16520654	718130	0.813739	0.982111	0.022839	1.000000
HG03195_hap2_hprc_r2_v1.0.1.merged.paf	739997	147.071	1949	198745.09	608541.15	15129420	739997	0.818578	0.982773	0.021258	1.000000
HG03209_hap1_hprc_r2_v1.0.1.merged.paf	1061458	195.970	2087	184623.81	576120.07	14195048	1061458	0.821739	0.983300	0.020570	1.000000
HG03209_hap2_hprc_r2_v1.0.1.merged.paf	595867	123.057	1853	206517.47	616153.19	20436879	595867	0.814537	0.981619	0.023122	1.000000
HG03225_hap1_hprc_r2_v1.0.1.merged.paf	750947	139.706	2157	186039.72	580716.34	16787050	750947	0.818329	0.983603	0.020716	1.000000
HG03225_hap2_hprc_r2_v1.0.1.merged.paf	868358	168.611	1883	194172.46	597837.09	15280551	868358	0.823143	0.981727	0.023323	1.000000
HG03239_mat_hprc_r2_v1.0.1.merged.paf	794285	153.201	2209	192879.05	667391.50	19591000	794285	0.816146	0.982456	0.022738	1.000000
HG03239_pat_hprc_r2_v1.0.1.merged.paf	853933	174.901	2193	204818.37	672339.80	16390248	853933	0.818741	0.982935	0.022849	1.000000
HG03270_hap1_hprc_r2_v1.0.1.merged.paf	980704	202.529	2152	206514.11	616824.50	15286518	980704	0.815186	0.983608	0.021979	1.000000
HG03270_hap2_hprc_r2_v1.0.1.merged.paf	874269	166.236	1981	190142.64	602398.17	15811104	874269	0.818004	0.983765	0.019889	1.000000
HG03369_hap1_hprc_r2_v1.0.1.merged.paf	935565	185.902	2138	198705.86	607947.10	13621400	935565	0.820065	0.981943	0.023640	1.000000
HG03369_hap2_hprc_r2_v1.0.1.merged.paf	695650	129.508	2007	186168.18	592924.38	18838254	695650	0.812728	0.981851	0.020728	1.000000
HG03453_mat_hprc_r2_v1.0.1.merged.paf	743140	137.280	1853	184729.20	584560.90	14023775	743140	0.823980	0.982131	0.022984	1.000000
HG03453_pat_hprc_r2_v1.0.1.merged.paf	632908	122.952	1760	194264.88	594489.11	13550665	632908	0.820417	0.982725	0.021633	1.000000
HG03470_hap1_hprc_r2_v1.0.1.merged.paf	888298	174.514	1949	196458.93	603392.68	14801070	888298	0.822298	0.982811	0.021528	1.000000
HG03470_hap2_hprc_r2_v1.0.1.merged.paf	894493	171.064	2153	191240.74	600487.28	14659908	894493	0.816940	0.982466	0.022192	1.000000
HG03471_hap1_hprc_r2_v1.0.1.merged.paf	517995	106.393	2069	205394.07	606491.94	13473114	517995	0.837181	0.984145	0.018820	1.000000
HG03471_hap2_hprc_r2_v1.0.1.merged.paf	736758	137.592	2153	186753.77	588725.57	14504000	736758	0.820635	0.983372	0.021486	1.000000
HG03486_mat_hprc_r2_v1.0.1.merged.paf	754047	150.377	1760	199426.40	604959.53	13956157	754047	0.822696	0.982177	0.022273	1.000000
HG03486_pat_hprc_r2_v1.0.1.merged.paf	778510	160.148	2309	205710.38	612654.08	16227052	778510	0.822226	0.983946	0.020141	1.000000
HG03516_mat_hprc_r2_v1.1.0.merged.paf	1009187	186.753	1661	185053.00	591231.76	14699557	1009187	0.815799	0.982766	0.021416	1.000000
HG03516_pat_hprc_r2_v1.1.0.merged.paf	680299	134.395	1981	197552.76	611390.06	15397591	680299	0.816544	0.981540	0.023365	1.000000
HG03521_hap1_hprc_r2_v1.0.1.merged.paf	782911	148.307	2013	189429.87	590985.94	15185598	782911	0.819338	0.984637	0.018167	1.000000
HG03521_hap2_hprc_r2_v1.0.1.merged.paf	771400	162.881	2108	211149.87	621909.20	18942284	771400	0.818982	0.982290	0.022927	1.000000
HG03540_mat_hprc_r2_v1.0.1.merged.paf	793175	153.226	1796	193180.01	602248.39	18626230	793175	0.827981	0.983382	0.021942	1.000000
HG03540_pat_hprc_r2_v1.0.1.merged.paf	813534	168.121	2209	206655.17	623123.04	14406729	813534	0.822077	0.982890	0.021704	1.000000
HG03579_mat_hprc_r2_v1.0.1.merged.paf	649913	125.639	2150	193315.92	600326.97	15330923	649913	0.822808	0.981827	0.023566	1.000000
HG03579_pat_hprc_r2_v1.0.1.merged.paf	681333	122.067	1893	179158.54	573353.84	14434972	681333	0.823932	0.984058	0.019827	1.000000
HG03583_hap1_hprc_r2_v1.0.1.merged.paf	762115	141.423	2097	185565.88	583649.49	14598262	762115	0.810478	0.982475	0.021897	1.000000
HG03583_hap2_hprc_r2_v1.0.1.merged.paf	632829	125.643	2021	198541.30	610103.96	16752116	632829	0.827343	0.981302	0.024519	1.000000
HG03654_mat_hprc_r2_v1.0.1.merged.paf	730769	144.219	1535	197352.25	665956.74	17973738	730769	0.810867	0.983632	0.021497	1.000000
HG03654_pat_hprc_r2_v1.0.1.merged.paf	835720	154.185	1853	184493.37	633890.63	20727932	835720	0.817952	0.982994	0.022750	1.000000
HG03669_mat_hprc_r2_v1.0.1.merged.paf	895916	177.663	1853	198303.68	671062.02	18282002	895916	0.818518	0.982666	0.023456	1.000000
HG03669_pat_hprc_r2_v1.0.1.merged.paf	859382	183.351	1853	213351.94	682683.48	19333414	859382	0.818129	0.982516	0.022863	1.000000
HG03688_mat_hprc_r2_v1.0.1.merged.paf	829708	165.284	1901	199206.97	660095.46	17579249	829708	0.817158	0.982657	0.022713	1.000000
HG03688_pat_hprc_r2_v1.0.1.merged.paf	697753	133.656	2152	191552.55	638420.59	16307853	697753	0.816654	0.983832	0.021767	1.000000
HG03704_mat_hprc_r2_v1.0.1.merged.paf	905942	183.631	2067	202695.88	673778.80	21611237	905942	0.821666	0.983506	0.022916	1.000000
HG03704_pat_hprc_r2_v1.0.1.merged.paf	1062052	202.227	2097	190411.76	641936.22	19800956	1062052	0.812978	0.983731	0.021282	1.000000
HG03710_mat_hprc_r2_v1.0.1.merged.paf	874433	171.802	1635	196472.21	675354.04	17978109	874433	0.819728	0.983910	0.020912	1.000000
HG03710_pat_hprc_r2_v1.0.1.merged.paf	900417	166.684	1800	185118.85	630515.44	16466169	900417	0.822733	0.985198	0.019286	1.000000
HG03742_hap1_hprc_r2_v1.0.1.merged.paf	692403	142.474	1953	205766.74	664072.47	18132146	692403	0.816105	0.985351	0.018090	1.000000
HG03742_hap2_hprc_r2_v1.0.1.merged.paf	681577	146.376	2436	214760.58	689303.00	16648718	681577	0.820572	0.982899	0.022309	1.000000
HG03784_hap1_hprc_r2_v1.0.1.merged.paf	785288	160.203	1427	204004.92	673519.66	16478679	785288	0.822684	0.984630	0.019348	1.000000
HG03784_hap2_hprc_r2_v1.0.1.merged.paf	763936	153.938	1852	201507.05	664881.87	21339584	763936	0.812802	0.983666	0.021151	1.000000
HG03804_mat_hprc_r2_v1.0.1.merged.paf	797729	168.488	1897	211210.16	693571.33	18702613	797729	0.820127	0.983961	0.021157	1.000000
HG03804_pat_hprc_r2_v1.0.1.merged.paf	749687	146.793	1900	195805.52	650259.68	16469415	749687	0.813056	0.983214	0.022510	1.000000
HG03816_mat_hprc_r2_v1.0.1.merged.paf	924598	180.198	2251	194893.15	670249.13	21902169	924598	0.807785	0.981478	0.024079	1.000000
HG03816_pat_hprc_r2_v1.0.1.merged.paf	935810	196.186	1853	209643.42	674779.09	16346526	935810	0.814260	0.983616	0.022237	1.000000
HG03831_mat_hprc_r2_v1.0.1.merged.paf	661212	137.667	2067	208203.92	695986.10	18973185	661212	0.819942	0.983234	0.022734	1.000000
HG03831_pat_hprc_r2_v1.0.1.merged.paf	614735	128.998	1935	209844.07	683869.21	17042054	614735	0.818812	0.984311	0.020851	1.000000
HG03834_mat_hprc_r2_v1.0.1.merged.paf	781144	153.716	1679	196783.13	661886.57	20831418	781144	0.820643	0.984008	0.020577	1.000000
HG03834_pat_hprc_r2_v1.0.1.merged.paf	816157	166.126	1622	203546.90	676067.65	21114363	816157	0.825287	0.983884	0.020996	1.000000
HG03874_hap1_hprc_r2_v1.0.1.merged.paf	694277	144.313	1976	207861.37	674376.81	17036356	694277	0.811818	0.983750	0.021412	1.000000
HG03874_hap2_hprc_r2_v1.0.1.merged.paf	732529	162.544	2123	221893.77	708297.65	19098294	732529	0.819130	0.983402	0.021892	1.000000
HG03927_mat_hprc_r2_v1.0.1.merged.paf	688092	140.812	2209	204641.22	673470.18	17495000	688092	0.818621	0.982783	0.023057	1.000000
HG03927_pat_hprc_r2_v1.0.1.merged.paf	935781	190.620	1853	203701.12	670182.75	18997141	935781	0.824403	0.984268	0.020959	1.000000
HG03942_mat_hprc_r2_v1.0.1.merged.paf	765930	158.607	2008	207077.22	680811.73	17623144	765930	0.816908	0.982457	0.024074	1.000000
HG03942_pat_hprc_r2_v1.0.1.merged.paf	816813	154.240	2223	188831.85	651412.20	15233584	816813	0.816649	0.984273	0.022155	1.000000
HG04115_mat_hprc_r2_v1.0.1.merged.paf	813906	165.598	1853	203460.30	682039.71	15429184	813906	0.819778	0.983901	0.022187	1.000000
HG04115_pat_hprc_r2_v1.0.1.merged.paf	777295	160.079	1138	205943.62	665628.84	16416774	777295	0.823529	0.985334	0.018218	1.000000
HG04157_mat_hprc_r2_v1.0.1.merged.paf	883558	178.699	1743	202248.82	664478.13	17840260	883558	0.816207	0.983687	0.021102	1.000000
HG04157_pat_hprc_r2_v1.0.1.merged.paf	787025	154.175	1980	195895.58	655124.96	17478787	787025	0.822592	0.985953	0.017094	1.000000
HG04160_mat_hprc_r2_v1.0.1.merged.paf	929918	181.207	2281	194863.77	663412.38	21628750	929918	0.822718	0.983697	0.020747	1.000000
HG04160_pat_hprc_r2_v1.0.1.merged.paf	740524	148.470	1853	200492.74	669768.02	15383749	740524	0.830446	0.985565	0.016791	1.000000
HG04184_mat_hprc_r2_v1.0.1.merged.paf	803179	165.803	1635	206433.21	677217.41	20949146	803179	0.817988	0.984098	0.020665	1.000000
HG04184_pat_hprc_r2_v1.0.1.merged.paf	748852	162.200	1852	216597.69	703937.85	19789843	748852	0.823165	0.983345	0.022268	1.000000
HG04187_mat_hprc_r2_v1.0.1.merged.paf	768666	144.488	2138	187972.33	653435.27	20470382	768666	0.808085	0.981982	0.023044	1.000000
HG04187_pat_hprc_r2_v1.0.1.merged.paf	809542	156.903	1760	193816.99	645892.42	14465820	809542	0.822171	0.984978	0.018606	1.000000
HG04199_mat_hprc_r2_v1.0.1.merged.paf	710993	135.448	2309	190505.32	652504.87	18948426	710993	0.818526	0.984029	0.020979	1.000000
HG04199_pat_hprc_r2_v1.0.1.merged.paf	632282	121.820	1853	192667.42	647486.24	18081530	632282	0.823219	0.984928	0.017521	1.000000
HG04204_mat_hprc_r2_v1.0.1.merged.paf	786676	154.262	1802	196092.90	659676.37	21825585	786676	0.818809	0.984060	0.019650	1.000000
HG04204_pat_hprc_r2_v1.0.1.merged.paf	939429	180.783	2223	192438.87	649799.52	17580646	939429	0.824227	0.984472	0.021101	1.000000
HG04228_mat_hprc_r2_v1.0.1.merged.paf	596375	116.895	1852	196009.16	667945.27	22708696	596375	0.824258	0.984194	0.020720	1.000000
HG04228_pat_hprc_r2_v1.0.1.merged.paf	813940	151.617	2209	186274.81	641033.59	17155000	813940	0.821029	0.985348	0.017958	1.000000
HG06807_mat_v1.0.genbank.merged.paf	729841	140.923	1974	193086.74	596409.17	18434202	729841	0.822764	0.981515	0.023168	1.000000
HG06807_pat_v1.0.genbank.merged.paf	850202	165.437	2145	194585.86	624900.30	15398184	850202	0.824881	0.982543	0.022101	1.000000
NA18505_hap1_hprc_r2_v1.0.1.merged.paf	790317	158.840	2415	200982.72	608172.08	16091820	790317	0.821071	0.982888	0.021934	1.000000
NA18505_hap2_hprc_r2_v1.0.1.merged.paf	970239	205.574	2121	211879.57	623281.11	14959714	970239	0.814314	0.983651	0.019917	1.000000
NA18508_hap1_hprc_r2_v1.0.1.merged.paf	654076	126.003	2267	192643.51	587662.87	12937118	654076	0.814971	0.982835	0.021792	1.000000
NA18508_hap2_hprc_r2_v1.0.1.merged.paf	961208	177.715	2067	184887.03	587578.34	13854850	961208	0.816117	0.981914	0.022729	1.000000
NA18522_hap1_hprc_r2_v1.0.1.merged.paf	767263	148.499	2100	193544.09	602386.49	17839839	767263	0.829506	0.984686	0.017581	1.000000
NA18522_hap2_hprc_r2_v1.0.1.merged.paf	908548	159.486	2165	175538.95	571381.23	16694849	908548	0.818763	0.982873	0.022260	1.000000
NA18565_hap1_hprc_r2_v1.0.1.merged.paf	663370	134.878	2101	203322.28	680333.41	19975585	663370	0.817000	0.982320	0.023188	1.000000
NA18565_hap2_hprc_r2_v1.0.1.merged.paf	841877	172.003	2067	204308.97	675260.39	16789737	841877	0.814815	0.983188	0.021620	1.000000
NA18570_hap1_hprc_r2_v1.0.1.merged.paf	841743	177.375	2154	210723.20	692895.53	18490750	841743	0.818662	0.982615	0.023301	1.000000
NA18570_hap2_hprc_r2_v1.0.1.merged.paf	721393	153.701	2100	213061.63	694726.08	19352545	721393	0.816710	0.983942	0.021336	1.000000
NA18608_hap1_hprc_r2_v1.0.1.merged.paf	794245	154.356	2157	194343.33	666464.68	16967751	794245	0.809238	0.985616	0.017360	1.000000
NA18608_hap2_hprc_r2_v1.0.1.merged.paf	810467	166.142	1536	204995.06	680626.86	21447739	810467	0.821273	0.982406	0.022444	1.000000
NA18620_hap1_hprc_r2_v1.0.1.merged.paf	865832	169.025	1853	195217.05	659396.54	16956825	865832	0.828615	0.984770	0.019156	1.000000
NA18620_hap2_hprc_r2_v1.0.1.merged.paf	682052	137.880	2067	202154.34	680501.24	19539099	682052	0.821968	0.981106	0.024193	1.000000
NA18747_hap1_hprc_r2_v1.0.1.merged.paf	834156	165.783	1541	198742.88	658617.86	18693073	834156	0.820297	0.985386	0.018784	1.000000
NA18747_hap2_hprc_r2_v1.0.1.merged.paf	775535	155.711	2067	200778.19	684870.97	16883001	775535	0.822132	0.982121	0.023926	1.000000
NA18879_hap1_hprc_r2_v1.0.1.merged.paf	709296	142.358	2223	200703.07	598527.66	14431535	709296	0.830745	0.984755	0.018330	1.000000
NA18879_hap2_hprc_r2_v1.0.1.merged.paf	770052	150.326	1853	195215.73	603209.58	15336350	770052	0.824398	0.982658	0.022692	1.000000
NA18906_mat_hprc_r2_v1.0.1.merged.paf	948616	175.109	2067	184594.07	593195.13	17076960	948616	0.812881	0.983047	0.021073	1.000000
NA18906_pat_hprc_r2_v1.0.1.merged.paf	934817	181.145	2281	193775.40	599241.54	17717633	934817	0.822205	0.981042	0.023978	1.000000
NA18940_hap1_hprc_r2_v1.0.1.merged.paf	796713	153.972	1853	193259.22	662694.57	17629988	796713	0.817184	0.982763	0.023585	1.000000
NA18940_hap2_hprc_r2_v1.0.1.merged.paf	875243	171.899	2100	196401.05	676028.51	19735644	875243	0.808909	0.982509	0.022572	1.000000
