file	num_pairs	val1_min	val1_avg	val1_std	val1_max	val2_min	val2_avg	val2_std	val2_max
HG02178_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	26830598	0	6851.27	15478.09	903960	0	6870.54	15470.26	903951
HG02178_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20847376	0	7337.38	15712.58	801077	0	7356.24	15704.45	801070
HG02257_mat_hprc_r2_v1.1.0.merged.edit-distance.32.tp.paf	15734524	0	6818.68	13169.41	1081800	0	6837.15	13160.53	1081806
HG02257_pat_hprc_r2_v1.1.0.merged.edit-distance.32.tp.paf	23231026	0	6447.90	12204.85	1415020	0	6466.22	12195.92	1415024
HG02258_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20651982	0	6684.16	12428.60	1229398	0	6701.22	12420.10	1229403
HG02258_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	25251116	0	6429.96	12133.71	1339027	0	6446.21	12125.78	1339028
HG02273_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24484774	0	7444.98	17352.96	1591025	0	7463.69	17345.49	1591017
HG02273_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	16473153	0	7639.90	17216.05	1532758	0	7657.74	17208.66	1532766
HG02280_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24686008	0	6693.81	12468.56	1403393	0	6713.35	12458.84	1403383
HG02280_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	30898897	0	6342.19	12045.68	1387210	0	6359.15	12037.44	1387215
HG02293_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	16434785	0	7227.73	16610.73	935354	0	7245.43	16603.57	935350
HG02293_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	15750367	0	7761.14	17970.81	1055179	0	7779.14	17963.54	1055164
HG02300_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	26104165	0	7384.71	16284.82	1053152	0	7401.94	16277.59	1053156
HG02300_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23198355	0	7130.92	15665.68	1423536	0	7149.37	15657.89	1423527
HG02391_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	17112156	0	7587.92	16942.07	1191381	0	7607.14	16934.11	1191385
HG02391_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	18067387	0	7430.76	16385.38	1201733	0	7448.90	16377.81	1201735
HG02392_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19637418	0	7234.06	15657.63	1709308	0	7252.57	15649.74	1709307
HG02392_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20135121	0	7124.28	16128.52	873940	0	7142.16	16121.22	873948
HG02451_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20959212	0	6412.04	12175.61	2012629	0	6430.21	12166.78	2012622
HG02451_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	26719452	0	6372.06	12116.56	1128781	0	6388.26	12108.68	1128781
HG02486_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23419942	0	6807.74	13159.00	1225772	0	6825.76	13150.36	1225774
HG02486_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19737044	0	6435.49	11890.64	1119069	0	6453.54	11881.60	1119061
HG02514_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20977036	0	7463.73	16664.27	1222847	0	7482.27	16656.56	1222861
HG02514_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	27802702	0	7031.10	15766.50	1211077	0	7049.73	15758.81	1211071
HG02523_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23737529	0	7173.80	16102.81	1275405	0	7190.78	16095.86	1275410
HG02523_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21054543	0	7228.99	16244.72	1191166	0	7246.63	16237.50	1191165
HG02559_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23083812	0	6745.22	12616.05	1948740	0	6763.12	12607.18	1948739
HG02559_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	25691700	0	6421.23	12196.26	1660888	0	6438.36	12187.96	1660890
HG02572_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	26635456	0	6521.61	11891.00	1562381	0	6539.44	11881.95	1562386
HG02572_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23367108	0	6334.71	11752.97	1156746	0	6352.65	11744.07	1156744
HG02583_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	27455172	0	6560.63	11877.63	1270480	0	6578.23	11868.64	1270496
HG02583_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24270309	0	6292.41	11913.22	5314494	0	6311.00	11904.13	5314497
HG02602_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24656518	0	6920.51	14838.88	1912483	0	6939.51	14830.73	1912490
HG02602_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19426453	0	7277.09	15573.86	840974	0	7296.62	15565.40	840981
HG02615_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	25202963	0	6439.46	12035.83	2392016	0	6456.69	12027.39	2392014
HG02615_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	27540537	0	6662.30	12204.98	2259825	0	6680.94	12195.61	2259835
HG02622_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	26832831	0	6388.92	11785.91	1021208	0	6406.91	11776.90	1021212
HG02622_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	18974970	0	6603.25	11995.81	956047	0	6620.67	11986.96	956034
HG02630_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24453246	0	6368.79	12098.09	6106920	0	6386.29	12089.56	6106906
HG02630_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23496640	0	6505.21	11971.69	2844661	0	6523.13	11962.67	2844657
HG02647_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	29086278	0	6412.63	11859.58	1093322	0	6428.47	11851.78	1093329
HG02647_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24376579	0	6186.11	11598.40	1597006	0	6205.35	11588.99	1597015
HG02668_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24855434	0	6403.18	11904.80	1436101	0	6420.21	11896.33	1436107
HG02668_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	27589255	0	6312.90	11797.39	2284621	0	6328.86	11789.52	2284625
HG02698_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24128931	0	7313.92	15774.26	1220555	0	7332.19	15766.41	1220562
HG02698_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24565403	0	7095.57	15388.93	997587	0	7115.49	15380.44	997585
HG02717_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19389858	0	6634.30	11936.12	1271930	0	6650.92	11927.58	1271928
HG02717_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22743388	0	6483.40	11933.40	1196369	0	6501.82	11924.15	1196367
HG02723_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20211504	0	6510.32	11845.05	1189024	0	6527.49	11836.31	1189033
HG02723_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24327699	0	6433.85	11911.09	1079169	0	6452.56	11901.74	1079180
HG02735_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19618806	0	7168.85	15566.86	1363769	0	7187.13	15558.99	1363759
HG02735_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19887117	0	7288.55	15928.18	1441272	0	7307.81	15919.94	1441277
HG02738_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24706809	0	7156.88	16801.54	15036851	0	7175.20	16794.35	15036847
HG02738_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21408541	0	7299.36	16003.40	1148626	0	7318.27	15995.44	1148623
HG02809_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22519000	0	6526.82	12060.34	1758042	0	6544.15	12051.68	1758038
HG02809_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	28715736	0	6599.99	12071.40	1273011	0	6617.57	12062.56	1273004
HG02818_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22147188	0	6452.51	11796.33	799379	0	6468.83	11788.07	799358
HG02818_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21052043	0	6262.99	11769.26	1103749	0	6280.05	11760.89	1103749
HG02841_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23640293	0	6350.96	11907.70	1100137	0	6368.78	11898.94	1100136
HG02841_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	28335123	0	6581.92	12078.08	963438	0	6597.29	12070.32	963443
HG02886_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	26829372	0	6514.44	11917.67	1252691	0	6531.19	11909.19	1252684
HG02886_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	27381050	0	6472.12	11883.15	1033986	0	6490.08	11874.12	1033996
HG02922_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23237567	0	6551.92	12085.59	2234327	0	6569.38	12076.76	2234307
HG02922_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	25837749	0	6387.85	11821.23	1643342	0	6405.26	11812.47	1643334
HG02965_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	26129510	0	6215.28	11684.57	1908124	0	6231.81	11676.43	1908115
HG02965_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	27673589	0	6390.92	11868.21	3271426	0	6409.61	11858.92	3271452
HG02976_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	30288470	0	6590.35	12011.46	1525365	0	6607.90	12002.58	1525360
HG02976_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23104748	0	6576.20	12146.71	1515591	0	6592.72	12138.42	1515589
HG02984_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	27349627	0	6362.25	11778.11	1113344	0	6378.94	11769.80	1113349
HG02984_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23129982	0	6257.04	11625.55	3566587	0	6276.14	11616.09	3566585
HG03017_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20326725	0	7372.03	16403.55	1912490	0	7390.60	16395.76	1912483
HG03017_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23076616	0	7143.13	15559.52	1078118	0	7160.78	15551.98	1078126
HG03041_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	27617597	0	6411.01	11866.04	2630031	0	6427.80	11857.56	2630028
HG03041_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22422213	0	6518.56	11900.54	1199744	0	6535.37	11892.01	1199736
HG03050_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	26166658	0	6655.29	12121.40	1661155	0	6672.24	12112.80	1661148
HG03050_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	27701147	0	6296.81	11661.28	1184785	0	6316.30	11651.57	1184782
HG03098_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24288135	0	6272.61	11447.37	1502887	0	6290.20	11438.54	1502900
HG03098_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	28766090	0	6279.54	11475.45	979274	0	6296.44	11467.01	979292
HG03130_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	18588670	0	6377.76	11965.04	1748198	0	6395.62	11956.27	1748198
HG03130_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21575210	0	6550.90	11969.51	1330687	0	6568.34	11960.73	1330699
HG03139_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19832857	0	6270.68	11546.51	1312296	0	6288.42	11537.62	1312294
HG03139_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	34211597	0	6364.01	11878.69	2251163	0	6381.89	11869.85	2251163
HG03195_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22221145	0	6447.86	11811.44	1075613	0	6465.90	11802.39	1075613
HG03195_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22489043	0	6516.33	11979.81	1376408	0	6534.55	11970.69	1376396
HG03209_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	31706505	0	6158.17	11408.46	2691717	0	6175.29	11399.99	2691730
HG03209_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19571063	0	6264.64	11515.88	1561985	0	6282.70	11506.81	1561982
HG03225_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22343808	0	6228.50	11402.57	1755411	0	6247.27	11393.13	1755422
HG03225_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	26522658	0	6335.42	11611.01	1726680	0	6352.06	11602.66	1726683
HG03239_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21997194	0	6939.09	15834.74	1693547	0	6959.27	15826.52	1693547
HG03239_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24312396	0	7170.60	15921.08	1143473	0	7188.43	15913.61	1143473
HG03270_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	30153241	0	6694.64	12062.48	1329828	0	6711.43	12053.85	1329827
HG03270_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24904171	0	6654.01	12124.94	1324667	0	6669.66	12116.99	1324659
HG03369_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	28540768	0	6491.06	11892.81	1307328	0	6508.47	11884.06	1307326
HG03369_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20879113	0	6177.19	11856.31	1660890	0	6197.17	11846.75	1660888
HG03453_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21164001	0	6464.34	11775.73	1345307	0	6481.01	11767.30	1345300
HG03453_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19389598	0	6317.12	11736.70	1269634	0	6335.81	11727.44	1269634
HG03470_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	27069758	0	6424.49	11788.23	2080243	0	6441.59	11779.61	2080226
HG03470_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	26627009	0	6401.78	11682.81	1825454	0	6419.15	11673.98	1825453
HG03471_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	16704279	0	6346.27	11465.47	3642648	0	6364.18	11456.32	3642658
HG03471_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21163534	0	6479.00	11826.64	2833175	0	6496.21	11817.95	2833188
HG03486_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23629436	0	6341.21	11819.47	1593271	0	6358.83	11810.75	1593283
HG03486_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24167900	0	6603.81	11879.23	1626069	0	6621.32	11870.27	1626071
HG03516_mat_hprc_r2_v1.1.0.merged.edit-distance.32.tp.paf	28853607	0	6450.41	11957.69	3190248	0	6466.94	11949.46	3190237
HG03516_pat_hprc_r2_v1.1.0.merged.edit-distance.32.tp.paf	21036540	0	6366.62	11901.25	2211466	0	6383.54	11892.86	2211469
HG03521_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23414152	0	6311.50	11657.07	1232963	0	6328.61	11648.52	1232952
HG03521_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24881070	0	6525.03	11977.66	1768404	0	6540.87	11969.68	1768407
HG03540_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23026463	0	6632.51	12286.65	1175379	0	6649.08	12278.38	1175378
HG03540_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	25667988	0	6528.05	12113.44	1212495	0	6544.63	12105.17	1212494
HG03579_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20040575	0	6246.32	11593.90	1175808	0	6264.14	11585.08	1175800
HG03579_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19388131	0	6270.81	11764.46	2265436	0	6290.75	11754.68	2265430
HG03583_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22291629	0	6322.10	11838.98	1452445	0	6339.09	11830.65	1452466
HG03583_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19969360	0	6269.23	11440.59	1230227	0	6286.82	11431.66	1230245
HG03654_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20057946	0	7165.15	15524.24	985932	0	7184.88	15515.82	985931
HG03654_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22639523	0	6786.78	15049.14	828326	0	6804.98	15041.61	828341
HG03669_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24952003	0	7095.77	15451.73	1435082	0	7115.10	15443.57	1435104
HG03669_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	25518972	0	7161.57	15876.51	1288802	0	7179.64	15869.02	1288820
HG03688_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23335383	0	7059.60	15058.72	1184287	0	7077.39	15051.04	1184293
HG03688_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19256348	0	6916.78	15147.65	874015	0	6935.50	15139.74	874009
HG03704_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24414440	0	7498.17	16344.76	1216753	0	7515.92	16337.16	1216749
HG03704_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	28069180	0	7181.00	15193.46	1137631	0	7199.20	15185.48	1137625
HG03710_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22896163	0	7480.30	16435.38	1337304	0	7498.00	16427.94	1337318
HG03710_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24148109	0	6878.19	14680.73	1572342	0	6897.13	14672.56	1572355
HG03742_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20101997	0	7062.90	15456.02	1067809	0	7082.12	15447.88	1067806
HG03742_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19814093	0	7363.55	15963.98	1153234	0	7382.14	15956.02	1153236
HG03784_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21430650	0	7451.72	15850.33	1040301	0	7469.86	15842.38	1040303
HG03784_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21807350	0	7034.81	15069.64	1217429	0	7053.88	15061.37	1217422
HG03804_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22571743	0	7440.66	16170.59	1243434	0	7459.37	16162.58	1243448
HG03804_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20560612	0	7115.65	15249.14	1846244	0	7134.17	15241.16	1846243
HG03816_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	25598298	0	7015.18	15697.19	1712047	0	7034.20	15689.31	1712028
HG03816_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	26403773	0	7407.85	15972.82	990776	0	7424.75	15965.53	990798
HG03831_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	18388694	0	7462.59	16725.60	996428	0	7481.15	16717.99	996429
HG03831_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	17204345	0	7473.32	16065.39	1092571	0	7492.93	16057.02	1092582
HG03834_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21118349	0	7255.29	15730.98	961564	0	7273.33	15723.26	961570
HG03834_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22370448	0	7402.69	16324.63	1154295	0	7420.65	16317.07	1154307
HG03874_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19618697	0	7332.56	15953.72	1119126	0	7350.48	15946.10	1119119
HG03874_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22395181	0	7234.31	15760.76	1054265	0	7252.94	15752.80	1054265
HG03927_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19497433	0	7198.12	15758.20	1394810	0	7216.87	15750.38	1394811
HG03927_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	25985481	0	7311.61	15702.06	1854977	0	7330.15	15694.23	1854985
HG03942_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21946698	0	7204.30	15685.33	1161500	0	7221.76	15677.93	1161520
HG03942_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21446669	0	7167.27	15785.85	1282955	0	7186.41	15777.87	1282969
HG04115_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22005539	0	7502.11	16222.62	1020987	0	7519.92	16215.10	1020985
HG04115_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22443662	0	7107.98	15087.84	793204	0	7127.23	15079.56	793209
HG04157_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24804574	0	7180.47	15623.84	1365798	0	7198.80	15616.02	1365789
HG04157_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21107111	0	7279.85	15541.00	1165459	0	7299.03	15532.67	1165462
HG04160_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24863720	0	7262.53	16116.64	1457193	0	7282.65	16108.25	1457201
HG04160_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20590120	0	7185.84	15861.71	1154582	0	7205.47	15853.47	1154586
HG04184_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22572422	0	7320.93	15931.34	1149298	0	7340.00	15923.25	1149304
HG04184_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21929410	0	7371.76	16270.04	1464483	0	7391.39	16261.87	1464460
HG04187_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21268063	0	6770.70	15751.33	1278045	0	6788.53	15744.24	1278045
HG04187_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22006539	0	7104.01	15588.51	1030997	0	7124.32	15579.92	1030997
HG04199_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	18855249	0	7160.26	15345.56	978632	0	7178.09	15337.88	978630
HG04199_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	17581697	0	6905.42	14797.31	765642	0	6923.14	14789.68	765662
HG04204_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21375980	0	7192.06	15649.29	1217487	0	7211.34	15641.17	1217493
HG04204_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	25316967	0	7116.19	15464.05	925702	0	7135.49	15455.92	925720
HG04228_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	15532335	0	7500.82	16421.53	846227	0	7520.56	16413.19	846236
HG04228_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21541428	0	7014.02	14938.58	1158059	0	7032.95	14930.41	1158036
HG06807_mat_v1.0.genbank.merged.edit-distance.32.tp.paf	22487749	0	6244.04	11969.54	1233335	0	6261.49	11961.19	1233352
HG06807_pat_v1.0.genbank.merged.edit-distance.32.tp.paf	24705472	0	6673.41	13236.96	1391786	0	6690.98	13228.80	1391789
NA18505_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24220560	0	6536.50	11912.90	1319852	0	6552.78	11904.63	1319848
NA18505_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	30742903	0	6663.79	11982.00	1671082	0	6681.58	11972.87	1671072
NA18508_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19638058	0	6393.42	11793.29	1543952	0	6410.94	11784.51	1543964
NA18508_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	27779826	0	6374.71	11803.03	1423325	0	6391.87	11794.49	1423316
NA18522_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23250682	0	6362.62	11727.35	1320161	0	6381.59	11717.84	1320143
NA18522_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24753357	0	6421.18	11854.83	1281456	0	6437.34	11846.74	1281463
NA18565_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19263058	0	6979.08	15540.26	1374373	0	6996.70	15532.94	1374383
NA18565_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23795877	0	7204.94	15910.37	1059690	0	7222.91	15902.85	1059685
NA18570_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24462793	0	7226.94	16196.53	1343465	0	7245.76	16188.77	1343460
NA18570_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20626105	0	7428.71	16631.91	868336	0	7446.47	16624.58	868333
NA18608_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21034151	0	7314.37	16381.42	784294	0	7332.86	16373.74	784277
NA18608_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24223495	0	6835.61	15614.32	911286	0	6853.69	15607.02	911275
NA18620_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23622272	0	7130.06	15736.50	1156652	0	7149.90	15728.21	1156643
NA18620_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	20167750	0	6814.09	15706.17	1164900	0	6831.50	15699.26	1164903
NA18747_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22869140	0	7225.44	15692.19	1187485	0	7243.90	15684.32	1187482
NA18747_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21277652	0	7294.87	16487.33	892952	0	7312.84	16479.94	892939
NA18879_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22384297	0	6337.41	11733.53	1359605	0	6354.46	11725.00	1359602
NA18879_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23228850	0	6449.86	11939.53	1187274	0	6465.95	11931.49	1187278
NA18906_mat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	26786787	0	6515.34	11843.34	1427639	0	6531.54	11835.12	1427645
NA18906_pat_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	29645121	0	6087.07	11664.83	2007489	0	6105.33	11656.04	2007476
NA18940_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	22650509	0	6774.38	15305.51	1725693	0	6792.51	15298.20	1725709
NA18940_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	23962221	0	7150.07	16489.63	865943	0	7168.33	16482.40	865943
NA18943_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	24247770	0	7288.78	15814.60	1083754	0	7307.19	15806.80	1083757
NA18943_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	18253751	0	7541.34	16598.11	1044297	0	7559.91	16590.36	1044304
NA18944_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	19112126	0	7377.71	15729.67	824880	0	7396.12	15721.72	824885
NA18944_hap2_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	25993446	0	7326.33	16236.78	1602727	0	7346.00	16228.57	1602721
NA18945_hap1_hprc_r2_v1.0.1.merged.edit-distance.32.tp.paf	21156797	0	7142.33	15958.57	912154	0	7161.55	15950.67	912163
